,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
2267,2018,2801543,SP.POP.TOTL,LTU,Lithuania,Europe & Central Asia,High income,Not classified
2268,2019,2794137,SP.POP.TOTL,LTU,Lithuania,Europe & Central Asia,High income,Not classified
2269,2020,2794700,SP.POP.TOTL,LTU,Lithuania,Europe & Central Asia,High income,Not classified
2270,2016,582014,SP.POP.TOTL,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
2271,2017,596336,SP.POP.TOTL,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
2272,2018,607950,SP.POP.TOTL,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
2273,2019,620001,SP.POP.TOTL,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
2274,2020,632275,SP.POP.TOTL,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
2275,2016,612824,SP.POP.TOTL,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
2276,2017,622578,SP.POP.TOTL,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
2277,2018,631633,SP.POP.TOTL,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
2278,2019,640446,SP.POP.TOTL,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
2279,2020,649342,SP.POP.TOTL,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
2280,2016,24894370,SP.POP.TOTL,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
2281,2017,25570511,SP.POP.TOTL,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
2282,2018,26262313,SP.POP.TOTL,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
2283,2019,26969306,SP.POP.TOTL,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
2284,2020,27691019,SP.POP.TOTL,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
2285,2016,17205253,SP.POP.TOTL,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
2286,2017,17670193,SP.POP.TOTL,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
2287,2018,18143215,SP.POP.TOTL,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
2288,2019,18628749,SP.POP.TOTL,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
2289,2020,19129955,SP.POP.TOTL,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
2290,2016,30684652,SP.POP.TOTL,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
2291,2017,31104655,SP.POP.TOTL,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
2292,2018,31528033,SP.POP.TOTL,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
2293,2019,31949789,SP.POP.TOTL,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
2294,2020,32365998,SP.POP.TOTL,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
2295,2016,475505,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
2296,2017,496398,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
2297,2018,515704,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
2298,2019,530957,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
2299,2020,540542,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
2300,2016,17965448,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
2301,2017,18512429,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
2302,2018,19077755,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
2303,2019,19658023,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
2304,2020,20250834,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
2305,2016,455356,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
2306,2017,467999,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
2307,2018,484630,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
2308,2019,504062,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
2309,2020,525285,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
2310,2016,57723,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
2311,2017,58053,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
2312,2018,58412,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
2313,2019,58791,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
2314,2020,59194,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
2315,2016,4163532,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
2316,2017,4282582,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
2317,2018,4403312,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
2318,2019,4525698,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
2319,2020,4649660,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
2320,2016,1263473,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
2321,2017,1264613,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
2322,2018,1265303,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
2323,2019,1265711,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
2324,2020,1265740,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
2325,2016,123333379,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
2326,2017,124777326,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
2327,2018,126190782,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
2328,2019,127575529,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
2329,2020,128932753,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
2330,2016,110215,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
2331,2017,111461,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
2332,2018,112640,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
2333,2019,113811,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
2334,2020,115021,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
2335,2016,2802170,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
2336,2017,2755158,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
2337,2018,2708214,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
2338,2019,2664974,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
2339,2020,2620495,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
2340,2016,38070,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
2341,2017,38392,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
2342,2018,38682,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
2343,2019,38967,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
2344,2020,39244,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
2345,2016,3056358,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
2346,2017,3113788,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
2347,2018,3170214,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
2348,2019,3225166,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
2349,2020,3278292,SP.POP.TOTL,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
2350,2016,622303,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
2351,2017,622373,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
2352,2018,622227,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
2353,2019,622028,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
2354,2020,621306,SP.POP.TOTL,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
2355,2016,35126274,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
2356,2017,35581257,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
2357,2018,36029089,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
2358,2019,36471766,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
2359,2020,36910558,SP.POP.TOTL,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
2360,2016,27829930,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
2361,2017,28649007,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
2362,2018,29496009,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
2363,2019,30366043,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
2364,2020,31255435,SP.POP.TOTL,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
2365,2016,53045199,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
2366,2017,53382521,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
2367,2018,53708318,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
2368,2019,54045422,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
2369,2020,54409794,SP.POP.TOTL,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
2370,2016,2358044,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
2371,2017,2402623,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
2372,2018,2448300,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
2373,2019,2494524,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
2374,2020,2540916,SP.POP.TOTL,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
2375,2016,10474,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
2376,2017,10577,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
2377,2018,10678,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
2378,2019,10764,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
2379,2020,10834,SP.POP.TOTL,NRU,Nauru,East Asia & Pacific,High income,IBRD
2380,2016,27263430,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
2381,2017,27632682,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
2382,2018,28095712,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
2383,2019,28608715,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
2384,2020,29136808,SP.POP.TOTL,NPL,Nepal,South Asia,Lower middle income,IDA
2385,2016,17030314,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
2386,2017,17131296,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
2387,2018,17231624,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
2388,2019,17344874,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
2389,2020,17441139,SP.POP.TOTL,NLD,Netherlands,Europe & Central Asia,High income,Not classified
2390,2016,269350,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
2391,2017,270000,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
2392,2018,270650,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
2393,2019,271300,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
2394,2020,271960,SP.POP.TOTL,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
2395,2016,4714100,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
2396,2017,4813600,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
2397,2018,4900600,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
2398,2019,4979300,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
2399,2020,5084300,SP.POP.TOTL,NZL,New Zealand,East Asia & Pacific,High income,Not classified
2400,2016,6303970,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
2401,2017,6384843,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
2402,2018,6465502,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
2403,2019,6545503,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
2404,2020,6624554,SP.POP.TOTL,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
2405,2016,20788789,SP.POP.TOTL,NER,Niger,Sub-Saharan Africa ,Low income,IDA
2406,2017,21602388,SP.POP.TOTL,NER,Niger,Sub-Saharan Africa ,Low income,IDA
2407,2018,22442831,SP.POP.TOTL,NER,Niger,Sub-Saharan Africa ,Low income,IDA
2408,2019,23310719,SP.POP.TOTL,NER,Niger,Sub-Saharan Africa ,Low income,IDA
2409,2020,24206636,SP.POP.TOTL,NER,Niger,Sub-Saharan Africa ,Low income,IDA
2410,2016,185960244,SP.POP.TOTL,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
2411,2017,190873247,SP.POP.TOTL,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
2412,2018,195874685,SP.POP.TOTL,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
2413,2019,200963603,SP.POP.TOTL,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
2414,2020,206139587,SP.POP.TOTL,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
2415,2016,2072490,SP.POP.TOTL,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
2416,2017,2074502,SP.POP.TOTL,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
2417,2018,2076217,SP.POP.TOTL,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
2418,2019,2076694,SP.POP.TOTL,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
2419,2020,2072531,SP.POP.TOTL,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
2420,2016,56187,SP.POP.TOTL,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
2421,2017,56553,SP.POP.TOTL,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
2422,2018,56889,SP.POP.TOTL,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
2423,2019,57213,SP.POP.TOTL,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
2424,2020,57557,SP.POP.TOTL,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
2425,2016,5234519,SP.POP.TOTL,NOR,Norway,Europe & Central Asia,High income,Not classified
2426,2017,5276968,SP.POP.TOTL,NOR,Norway,Europe & Central Asia,High income,Not classified
2427,2018,5311916,SP.POP.TOTL,NOR,Norway,Europe & Central Asia,High income,Not classified
2428,2019,5347896,SP.POP.TOTL,NOR,Norway,Europe & Central Asia,High income,Not classified
2429,2020,5379475,SP.POP.TOTL,NOR,Norway,Europe & Central Asia,High income,Not classified
2430,2016,4479217,SP.POP.TOTL,OMN,Oman,Middle East & North Africa,High income,Not classified
2431,2017,4665926,SP.POP.TOTL,OMN,Oman,Middle East & North Africa,High income,Not classified
2432,2018,4829476,SP.POP.TOTL,OMN,Oman,Middle East & North Africa,High income,Not classified
2433,2019,4974992,SP.POP.TOTL,OMN,Oman,Middle East & North Africa,High income,Not classified
2434,2020,5106622,SP.POP.TOTL,OMN,Oman,Middle East & North Africa,High income,Not classified
2435,2016,203631356,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
2436,2017,207906210,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
2437,2018,212228288,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
2438,2019,216565317,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
2439,2020,220892331,SP.POP.TOTL,PAK,Pakistan,South Asia,Lower middle income,Blend
2440,2016,17718,SP.POP.TOTL,PLW,Palau,East Asia & Pacific,High income,IBRD
2441,2017,17809,SP.POP.TOTL,PLW,Palau,East Asia & Pacific,High income,IBRD
2442,2018,17911,SP.POP.TOTL,PLW,Palau,East Asia & Pacific,High income,IBRD
2443,2019,18001,SP.POP.TOTL,PLW,Palau,East Asia & Pacific,High income,IBRD
2444,2020,18092,SP.POP.TOTL,PLW,Palau,East Asia & Pacific,High income,IBRD
2445,2016,4037073,SP.POP.TOTL,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
2446,2017,4106764,SP.POP.TOTL,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
2447,2018,4176868,SP.POP.TOTL,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
2448,2019,4246440,SP.POP.TOTL,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
2449,2020,4314768,SP.POP.TOTL,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
2450,2016,8271766,SP.POP.TOTL,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
2451,2017,8438038,SP.POP.TOTL,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
2452,2018,8606324,SP.POP.TOTL,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
2453,2019,8776119,SP.POP.TOTL,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
2454,2020,8947027,SP.POP.TOTL,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
2455,2016,6777878,SP.POP.TOTL,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
2456,2017,6867058,SP.POP.TOTL,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
2457,2018,6956069,SP.POP.TOTL,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
2458,2019,7044639,SP.POP.TOTL,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
2459,2020,7132530,SP.POP.TOTL,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
2460,2016,30926036,SP.POP.TOTL,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
2461,2017,31444299,SP.POP.TOTL,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
2462,2018,31989265,SP.POP.TOTL,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
2463,2019,32510462,SP.POP.TOTL,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
2464,2020,32971846,SP.POP.TOTL,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
2465,2016,103663812,SP.POP.TOTL,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
2466,2017,105172921,SP.POP.TOTL,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
2467,2018,106651394,SP.POP.TOTL,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
2468,2019,108116622,SP.POP.TOTL,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
2469,2020,109581085,SP.POP.TOTL,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
2470,2016,37970087,SP.POP.TOTL,POL,Poland,Europe & Central Asia,High income,IBRD
2471,2017,37974826,SP.POP.TOTL,POL,Poland,Europe & Central Asia,High income,IBRD
2472,2018,37974750,SP.POP.TOTL,POL,Poland,Europe & Central Asia,High income,IBRD
2473,2019,37965475,SP.POP.TOTL,POL,Poland,Europe & Central Asia,High income,IBRD
2474,2020,37950802,SP.POP.TOTL,POL,Poland,Europe & Central Asia,High income,IBRD
2475,2016,10325452,SP.POP.TOTL,PRT,Portugal,Europe & Central Asia,High income,Not classified
2476,2017,10300300,SP.POP.TOTL,PRT,Portugal,Europe & Central Asia,High income,Not classified
2477,2018,10283822,SP.POP.TOTL,PRT,Portugal,Europe & Central Asia,High income,Not classified
2478,2019,10286263,SP.POP.TOTL,PRT,Portugal,Europe & Central Asia,High income,Not classified
2479,2020,10305564,SP.POP.TOTL,PRT,Portugal,Europe & Central Asia,High income,Not classified
2480,2016,3406672,SP.POP.TOTL,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
2481,2017,3325286,SP.POP.TOTL,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
2482,2018,3193354,SP.POP.TOTL,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
2483,2019,3193694,SP.POP.TOTL,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
2484,2020,3194034,SP.POP.TOTL,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
2485,2016,2654379,SP.POP.TOTL,QAT,Qatar,Middle East & North Africa,High income,Not classified
2486,2017,2724727,SP.POP.TOTL,QAT,Qatar,Middle East & North Africa,High income,Not classified
2487,2018,2781682,SP.POP.TOTL,QAT,Qatar,Middle East & North Africa,High income,Not classified
2488,2019,2832071,SP.POP.TOTL,QAT,Qatar,Middle East & North Africa,High income,Not classified
2489,2020,2881060,SP.POP.TOTL,QAT,Qatar,Middle East & North Africa,High income,Not classified
